movie_title,genres,imdb_score,title_year,music genre,song,artist,year,Rating,ISBN,Book-Title,Book-Author,book genre,Rating
Pan's Labyrinth,Drama,8.2,2015,,holiday,madonna,1984,8.2,198320264,Julius Caesar (Oxford School Shakespeare),William Shakespeare,Fiction,7.6
Lage Raho Munna Bhai,Comedy,8.2,2015,,all right,christopher cross,1983,8.2,316666343,The Lovely Bones: A Novel,Alice Sebold,Fiction,7.6
V for Vendetta,Action,8.2,2015,,tainted love,soft cell,1982,8.2,819154946,The Community in America,Roland Warren,Fiction,7.6
Howl's Moving Castle,Adventure,8.2,2015,,love in the first degree,alabama,1982,8.2,8440616252,El paraÃ­so (Tiempos modernos),Elena Castedo,Crime,7.6
Finding Nemo,Adventure,8.2,2015,,crimson and clover,joan jett  the blackhearts,1982,8.2,8483002523,La mirada del tafur (Col¨lecciÃ³ clÃ ssica),Ferran Torrent,Crime,7.6
A Beautiful Mind,Biography,8.2,2015,,here you come again,dolly parton,1978,8.2,345313097,Crewel Lye,Piers Anthony,Fiction,7.6
Riding in Cars with Boys,Biography,8.2,2015,,billy dont be a hero,bo donaldson and the heywoods,1974,8.2,816729913,Why Are Boys So Weird (Tales from Third Grade),Candice F. Ransom,Fiction,7.6
The Big Lebowski,Comedy,8.2,2015,,hang on in there baby,johnny bristol,1974,8.2,316168815,The Lovely Bones,Alice Sebold,Crime,7.6
"Lock, Stock and Two Smoking Barrels",Comedy,8.2,2015,,let it be,the beatles,1970,8.2,671021001,She's Come Undone (Oprah's Book Club),Wally Lamb,Crime,7.6
Trainspotting,Drama,8.2,2015,,mrs robinson,simon  garfunkel,1968,8.2,679733825,Sisters of the Earth: Women's Prose and Poetry About Nature,Lorraine Anderson,Fiction,7.6
Casino,Biography,8.2,2015,,fire,the crazy world of arthur brown,1968,8.2,380617625,The Kingdom: Arabia and the House of Sa'Ud,Robert Lacey,Crime,7.6
Die Hard,Action,8.2,2015,,im a believer,the monkees,1967,8.2,60925000,"A Suitable Boy : Novel, A",Vikram Seth,Fiction,7.6
The Thing,Horror,8.2,2015,,whats new pussycat,tom jones,1965,8.2,451523318,Turn of the Screw and Short N,Henry James,Fiction,7.6
Blade Runner,Sci-Fi,8.2,2015,,laugh at me,sonny bono,1965,8.2,486206173,Rubinstein's Chess Masterpieces,Akiba Rubinstein,Romance,7.6
The Elephant Man,Biography,8.2,2015,,keep searchin well follow the sun,del shannon,1965,8.2,823032612,Oil Painting Techniques (Artist's Painting Library),David Lewis,Romance,7.6
The Deer Hunter,Drama,8.2,2015,pop,shake it off,taylor swift,2014,8.1,618173870,Everything Is Illuminated: A Novel,Jonathan Safran Foer,Fiction,7.6
The Last Waltz,Documentary,8.2,2015,,let it go,idina menzel,2014,8.1,553107305,Chopping Spree,DIANE MOTT DAVIDSON,Fiction,7.6
Cries& Whispers,Drama,8.2,2015,pop,love me,lil wayne featuring drake and future,2013,8.1,451195663,Primal Scream,Michael Slade,Romance,7.6
The Bridge on the River Kwai,Adventure,8.2,2015,teen pop,starships,nicki minaj,2012,8.1,042517736X,Abduction,Robin Cook,Crime,7.6
On the Waterfront,Crime,8.2,2015,pop,in the dark,dev,2011,8.1,679401377,The Hellfire Club,Peter Straub,Fiction,7.6
Rebecca,Drama,8.2,2015,rap,where them girls at,david guetta featuring flo rida and nicki minaj,2011,8.1,307001164,101 Dalmatians,Justine Korman,Fiction,7.6
Gone with the Wind,Drama,8.2,2015,rap,please dont go,mike posner,2011,8.1,812524853,Burning Water (Burning Water),Mercedes Lackey,Fiction,7.6
Mr. Smith Goes to Washington,Comedy,8.2,2015,teen pop,say aah,trey songz featuring fabolous,2010,8.1,553578693,The Next Accident,LISA GARDNER,Romance,7.6
It Happened One Night,Comedy,8.2,2015,rap,empire state of mind,jayz and alicia keys,2009,8.1,60938455,Fast Food Nation: The Dark Side of the All-American Meal,Eric Schlosser,Fiction,7.6
Trapped,Crime,8.2,2015,pop,when i grow up,pussycat dolls,2008,8.1,60930187,The Bell Jar : A Novel (Perennial Classics),Sylvia Plath,Fiction,7.6
Buffy the Vampire Slayer,Action,8.2,2015,pop,summer love,justin timberlake,2007,8.1,399144463,Who Moved My Cheese? An Amazing Way to Deal with Change in Your Work and in Your Life,Spencer Johnson,Romance,7.6
War& Peace,Drama,8.2,2015,country,like a boy,ciara,2007,8.1,811203220,Stand Still Like the Hummingbird,Henry Miller,Fiction,7.6
Emma,Comedy,8.2,2015,country,bed,j holiday,2007,8.1,684801221,OLD MAN AND THE SEA,Ernest Hemingway,Romance,7.6
Home Movies,Animation,8.2,2015,teen pop,on the hotline,pretty ricky,2007,8.1,193156146X,The Time Traveler's Wife,Audrey Niffenegger,Romance,7.6
Deadpool,Action,8.1,2015,pop,shut up and drive,rihanna,2007,8.1,2253005274,Le Grand Meaulnes (Classiques De Poche),Alain-Fournier,Romance,7.6
Mad Max: Fury Road,Action,8.1,2015,latin pop,there it go the whistle song,juelz santana,2006,8.1,2290314951,Paroles de Poilus : Lettres et carnets du front 1914-1918,Collectif,Romance,7.6
Spotlight,Biography,8.1,2015,pop,hung up,madonna,2006,8.1,3499222604,Die globalisierte Frau: Berichte aus der Zukunft der Ungleichheit (Frauen aktuell),Christa Wichterich,Fiction,7.6
Guardians of the Galaxy,Action,8.1,2015,latin pop,listen to your heart,dht featuring edmee,2005,8.1,316789089,The Pilot's Wife : A Novel Tag: Author of the Weight of Water (Oprah's Book Club (Hardcover)),Anita Shreve,Fiction,7.6
The Grand Budapest Hotel,Adventure,8.1,2015,pop,run it,chris brown featuring juelz santana,2005,8.1,684867818,The Looking Glass : A Novel (The Locket Series),Richard Paul Evans,Romance,7.6
The Imitation Game,Biography,8.1,2015,pop,baby im back,baby bash featuring akon,2005,8.1,446531332,Nights in Rodanthe,Nicholas Sparks,Romance,7.6
Destiny,Action,8.1,2015,rock,get low,lil jon  the east side boyz featuring ying yang twins,2004,8.1,743230051,He Sees You When You're Sleeping : A Novel,Mary Higgins Clark,Crime,7.6
Rush,Action,8.1,2015,pop,jenny from the block,jennifer lopez featuring jadakiss and styles p,2003,8.1,446602086,The Proud and the Free,Janet Dailey,Crime,7.6
12 Years a Slave,Biography,8.1,2015,pop,put that woman first,jaheim,2003,8.1,057120354X,Awful End (Eddie Dickens Trilogy S.),Philip Ardagh,Fiction,7.6
The Square,Documentary,8.1,2015,pop,have you forgotten,darryl worley,2003,8.1,1860198597,How to Draw Celtic Knotwork: A Practical Handbook,Andy Sloss,Fiction,7.6
The Avengers,Action,8.1,2015,,wonderful,everclear,2000,8.1,375501347,Amy and Isabelle,Elizabeth Strout,Fiction,7.6
The Avengers,Action,8.1,2015,,the next episode,dr dre featuring snoop dogg,2000,8.1,1555834531,Hood,Emma Donoghue,Fiction,7.6
Archaeology of a Woman,Drama,8.1,2015,,my best friend,tim mcgraw,2000,8.1,553574175,Star Wars the Rebel Dawn: The Han Solo Trilogy (Star Wars: Han Solo Trilogy (Paperback)),A.C. Crispin,Crime,7.6
The Help,Drama,8.1,2015,,whatchu like,da brat featuring tyrese,2000,8.1,440117291,DREAMSNAKE,VONDA MCINTYRE,Fiction,7.6
Shutter Island,Mystery,8.1,2015,,fortunate,maxwell,1999,8.1,345429176,"Ufos, JFK and Elvis: Conspiracies You Don't Have to Be Crazy to Believe",Richard Belzer,Fiction,7.6
Hachi: A Dog's Tale,Drama,8.1,2015,,i still love you,next,1998,8.1,894342789,College Majors and Careers: A Resource Guide for Effective Life Planning (College Majors and Careers),Paul Phifer,Romance,7.6
No Country for Old Men,Crime,8.1,2015,,i wanna be down,brandy,1995,8.1,439042917,The Hork-Bajir Chronicles (Animorphs Series),K. A. Applegate,Fiction,7.6
There Will Be Blood,Drama,8.1,2015,,wild night,john mellencamp featuring meshell ndegeocello,1994,8.1,439221706,Avalon: Web Of Magic #5: Spellsinger,Rachel Roberts,Fiction,7.6
Elite Squad,Action,8.1,2015,,mr wendal,arrested development,1993,8.1,3404121686,Nacht ï¿½?¼ber den Wassern.,Ken Follett,Fiction,7.6
In the Shadow of the Moon,Documentary,8.1,2015,,do you believe in us,jon secada,1993,8.1,345428544,"Dark Tide I: Onslaught (Star Wars: The New Jedi Order, Book 2)",Michael A. Stackpole,Fiction,7.6
Flightplan,Drama,8.1,2015,,hazard,richard marx,1992,8.1,898151910,"How to Make $1,000 a Minute: Negotiating Salaries and Raises",Jack Chapman,Fiction,7.6
Sin City,Crime,8.1,2015,,from a distance,bette midler,1991,8.1,440211727,A Time to Kill,JOHN GRISHAM,Romance,7.6
Million Dollar Baby,Drama,8.1,2015,,i touch myself,divinyls,1991,8.1,385479689,Dead Men Do Tell Tales: The Strange and Fascinating Cases of a Forensic Anthropologist,William Maples,Romance,7.6
Hotel Rwanda,Drama,8.1,2015,,what it takes,aerosmith,1990,8.1,451188209,A Palette for Murder: Murder She Wrote (Murder She Wrote (Paperback)),Jessica Fletcher,Fiction,7.6
The Sea Inside,Biography,8.1,2015,,whole wide world,ame lorain,1990,8.1,1558505377,Jacob Marley's Christmas Carol,Tom Mula,Fiction,7.6
Tae Guk Gi: The Brotherhood of War,Action,8.1,2015,,love in an elevator,aerosmith,1989,8.1,380752115,Whisper to Me of Love,Shirlee Busbee,Romance,7.6
Pirates of the Caribbean: The Curse of the Black Pearl,Action,8.1,2015,,sweet freedom,michael mcdonald,1986,8.1,393030342,A Christmas Story,Richard Burton,Romance,7.6
Touching the Void,Adventure,8.1,2015,,tender love,force mds,1986,8.1,373123108,Sleeping Partners  (Nine to Five),Helen Brooks,Fiction,7.6
"Monsters, Inc.",Adventure,8.1,2015,,fresh,kool  the gang,1985,8.1,449134482,Dances With Wolves,Michael Blake,Fiction,7.6
Donnie Darko,Drama,8.1,2015,,all night long all night,lionel richie,1984,8.1,1585007366,Sang Froyd (Balona Books),Jonathan Pearce,Fiction,7.6
Amores Perros,Drama,8.1,2015,,its a mistake,men at work,1983,8.1,375420827,The Art of Travel,Alain de Botton,Fiction,7.6
The Sixth Sense,Drama,8.1,2015,,dead giveaway,shalamar,1983,8.1,3473540420,"Das Kurze Leben Der Sophie Scholl (Fiction, Poetry and Drama)",Vinke,Crime,7.6
The Celebration,Drama,8.1,2015,,jessies girl,rick springfield,1981,8.1,590484672,Calling on Dragons (Read with Me Paperbacks),Patricia C. Wrede,Fiction,7.6
Before Sunrise,Drama,8.1,2015,,off the wall,michael jackson,1980,8.1,394800133,One Fish Two Fish Red Fish Blue Fish (I Can Read It All by Myself Beginner Books),DR SEUSS,Romance,7.6
Groundhog Day,Comedy,8.1,2015,,copacabana,barry manilow,1978,8.1,911104542,"Cat (kat), n",B Kliban,Crime,7.6
Akira,Action,8.1,2015,,margaritaville,jimmy buffett,1977,8.1,039592720X,Interpreter of Maladies,Jhumpa Lahiri,Crime,7.6
The Princess Bride,Adventure,8.1,2015,,still the one,orleans,1976,8.1,158574218X,Common Phrases: And Where They Come From,John Mordock,Crime,7.6
Stand by Me,Adventure,8.1,2015,,only women bleed,alice cooper,1975,8.1,1590521994,The Best Thing I Ever Did for My Marriage : 50 Real Life Stories,Nancy Cobb,Fiction,7.6
Platoon,Drama,8.1,2015,,the rockford files,mike post,1975,8.1,440414717,My Life in Dog Years,Gary Paulsen,Crime,7.6
The Terminator,Action,8.1,2015,,brother louie,stories,1973,8.1,068930935X,A STRING OF CHANCES (String of Chances Nrf),Phyllis Reynolds Naylor,Fiction,7.6
A Christmas Story,Comedy,8.1,2015,,live and let die,paul mccartney  wings,1973,8.1,140368558,Kiss the Dust,Elizabeth Laird,Fiction,7.6
Gandhi,Biography,8.1,2015,,if loving you is wrong i dont want to be right,luther ingram,1972,8.1,3426871874,Entdecke den Schamanen in dir. Reise in die innere Welt des Alltags.,Christopher Weidner,Romance,7.6
Annie Hall,Comedy,8.1,2015,,ben,michael jackson,1972,8.1,380558483,Pigeon,Jay Bennett,Crime,7.6
Network,Drama,8.1,2015,,baby let me take you in my arms,the detroit emeralds,1972,8.1,60242388,Shape Changer,Bill Brittain,Crime,7.6
Rocky,Drama,8.1,2015,,mamas pearl,the jackson 5,1971,8.1,679004785,"Fodor's Exploring London, 4th Edition (Fodor's Exploring London)",Christopher Catling,Fiction,7.6
Barry Lyndon,Adventure,8.1,2015,,one less bell to answer,the 5th dimension,1971,8.1,151000638,Baba: A Return to China upon My Father's Shoulders,Belle Yang,Fiction,7.6
The Conformist,Drama,8.1,2015,,atlantis,donovan,1969,8.1,3453177622,Zeit im Wind.,Nicholas Sparks,Fiction,7.6
Woodstock,Documentary,8.1,2015,,light my fire,the doors,1967,8.1,441001335,The Callahan Touch,Spider Robinson,Fiction,7.6
Butch Cassidy and the Sundance Kid,Biography,8.1,2015,,dont you care,the buckinghams,1967,8.1,785268480,Rachel's Tears: The Spiritual Journey of Columbine Martyr Rachel Scott,Darrell Scott,Romance,7.6
Nothing But a Man,Drama,8.1,2015,,986,keith,1967,8.1,067102535X,"Last Dance, Last Chance (Ann Rule's Crime Files)",Ann Rule,Romance,7.6
The Man Who Shot Liberty Valance,Drama,8.1,2015,,see you in september,the happenings,1966,8.1,3608919724,Der kleine Taschentherapeut. In 60 Sekunden wieder o.k.,Arnold A. Lazarus,Romance,7.6
Cat on a Hot Tin Roof,Drama,8.1,2015,,gloria,shadows of knight,1966,8.1,30615321,"Ask for May, Settle for June (A Doonesbury book)",G. B. Trudeau,Romance,7.6
Ordet,Drama,8.1,2015,,land of 1000 dances,wilson pickett,1966,8.1,140390693,Little Women (Penguin Classics),Louisa May Alcott,Fiction,7.6
High Noon,Thriller,8.1,2015,,the in crowd,ramsey lewis trio,1965,8.1,345331605,Dragonsdawn,Anne McCaffrey,Fiction,7.6
The Best Years of Our Lives,Drama,8.1,2015,,the race is on,jack jones,1965,8.1,553582658,Summer Light,Luanne Rice,Romance,7.6
The Wizard of Oz,Adventure,8.1,2015,pop,sugar,maroon 5,2015,8,373218400,Table For Two,Nora Roberts,Romance,7.6
Lilyhammer,Comedy,8.1,2015,pop,turn down for what,dj snake and lil jon,2014,8,60192895,Hunting Badger,Tony Hillerman,Fiction,7.6
Del1- MÃ,Action,8.1,2015,pop,dont,ed sheeran,2014,8,345384733,Red Square,Martin Cruz Smith,Romance,7.6
Animal Kingdom,Crime,8.1,2015,pop,locked out of heaven,bruno mars,2013,8,871130297,The God of Mirrors,Robert Reilly,Fiction,7.6
Strangers with Candy,Comedy,8.1,2015,pop,diamonds,rihanna,2013,8,552996009,Notes From a Small Planet,Bill Bryson,Crime,7.6
Mr. Church,Drama,8,2015,rap,hall of fame,the script featuring william,2013,8,552999512,Away from It All,Judy Astley,Fiction,7.6
X-Men: Days of Future Past,Action,8,2015,teen pop,runnin outta moonlight,randy houser,2013,8,006092988X,A Tree Grows in Brooklyn,Betty Smith,Fiction,7.6
Boyhood,Drama,8,2015,pop,whistle,flo rida,2012,8,786885688,Shopgirl,Steve Martin,Fiction,7.6
Light from the Darkroom,Action,8,2015,pop rock,dj got us fallin in love,usher featuring pitbull,2011,8,767902521,A Walk in the Woods: Rediscovering America on the Appalachian Trail (Official Guides to the Appalachian Trail),Bill Bryson,Fiction,7.6
Give Me Shelter,Documentary,8,2015,pop,disturbia,rihanna,2009,8,044023767X,Teen Angst? Naaah . . . A Quasi-autobiography,Ned Vizzini,Romance,7.6
Her,Drama,8,2015,,in the ayer,flo rida featuring william,2008,8,553486411,"Clones (Star Wars: Galaxy of Fear, Book 11)",JOHN WHITMAN,Crime,7.6
Dallas Buyers Club,Biography,8,2015,,my life,the game featuring lil wayne,2008,8,380723638,Ill Wind (Anna Pigeon Mysteries (Paperback)),Nevada Barr,Fiction,7.6
Life of Pi,Adventure,8,2015,teen pop,beautiful liar,beyonce featuring shakira,2007,8,425178773,Day of Reckoning,Jack Higgins,Fiction,7.6
The Perks of Being a Wallflower,Drama,8,2015,country,bubbly,colbie caillat,2007,8,618074716,The Hallelujah Side,Rhoda Huffey,Fiction,7.6
The Artist,Comedy,8,2015,teen pop,break it off,rihanna featuring sean paul,2007,8,425182908,Isle of Dogs,Patricia Cornwell,Fiction,7.5
The King's Speech,Biography,8,2015,teen pop,walk away,kelly clarkson,2006,8,1569871213,Black Beauty (Illustrated Classics),Anna Sewell,Fiction,7.5
Black Swan,Drama,8,2015,rap,shoulder lean,young dro featuring ti,2006,8,446310786,To Kill a Mockingbird,Harper Lee,Fiction,7.4
My Name Is Khan,Adventure,8,2015,pop,grind with me,pretty ricky,2005,8,156047624,All the King's Men,Robert Penn Warren,Fiction,7.4
Star Trek,Action,8,2015,pop,sugar gimme some,trick daddy featuring ludacris lil kim and cee lo green,2005,8,1558531025,Life's Little Instruction Book (Life's Little Instruction Books (Paperback)),H. Jackson Brown,Fiction,7.4
District9,Action,8,2015,rock,u already know,112 featuring foxy brown,2005,8,385235941,"Prize Stories, 1987: The O'Henry Awards",William Abrahams,Sci-fi,7.4
In Bruges,Comedy,8,2015,jazz,i dont wanna know,mario winans featuring enya and p diddy,2004,8,425050750,War of the Worlds,H. G. Wells,Thriller,7.4
Slumdog Millionaire,Drama,8,2015,pop,youll think of me,keith urban,2004,8,1573228567,"My Grandfathers Blessings : Stories of Strength, Refuge, and Belonging",Rachel Naomi Remen M.D.,Thriller,7.4
Waltz with Bashir,Animation,8,2015,pop,bump bump bump,b2k and p diddy,2003,8,080652121X,Hitler's Secret Bankers: The Myth of Swiss Neutrality During the Holocaust,Adam Lebor,Fiction,7.3
Ratatouille,Animation,8,2015,latin pop,flying without wings,ruben studdard,2003,8,345402871,Airframe,Michael Crichton,Fiction,7.3
The Diving Bell and the Butterfly,Biography,8,2015,rock,i need a girl part one,p diddy featuring usher and loon,2002,8,60168013,Pigs in Heaven,Barbara Kingsolver,Romance,7.3
Sicko,Documentary,8,2015,pop rock,no such thing,john mayer,2002,8,451625889,The Prince,Niccolo Machiavelli,Biography,7.3
Persepolis,Animation,8,2015,pop,family affair,mary j blige,2001,8,195153448,Classical Mythology,Mark P. O. Morford,Fiction,7.2
The Man from Earth,Drama,8,2015,,someday,sugar ray,1999,8,671870432,PLEADING GUILTY,Scott Turow,Crime,7.2
Blood Diamond,Adventure,8,2015,,from this moment on,shania twain,1999,8,964778319,An Atmosphere of Eternity: Stories of India,David Iglehart,Travel,7.2
Casino Royale,Action,8,2015,,say it,voices of theory,1998,8,067163884X,THIS HALLOWED GRND,Bruce Catton,Fiction,7.2
Serenity,Action,8,2015,,looking through your eyes,leann rimes,1998,8,805063889,Nickel and Dimed: On (Not) Getting By in America,Barbara Ehrenreich,Fiction,7.2
The Incredibles,Action,8,2015,,naked eye,luscious jackson,1997,8,042518630X,Purity in Death,J.D. Robb,Fiction,7.1
Shaun of the Dead,Comedy,8,2015,,someone,swv and puff daddy,1997,8,394895894,"The Ruby in the Smoke (Sally Lockhart Trilogy, Book 1)",PHILIP PULLMAN,Fiction,7.1
Before Sunset,Drama,8,2015,,who do u love,deborah cox,1996,8,3442724686,Der Gott der kleinen Dinge.,Arundhati Roy,Fiction,7.1
Big Fish,Adventure,8,2015,,i believe,blessid union of souls,1995,8,385505833,Skipping Christmas,JOHN GRISHAM,Fiction,7.1
Mystic River,Crime,8,2015,,all for love,bryan adams rod stewart and sting,1994,8,679410430,Lolita (Everyman's Library (Cloth)),VLADIMIR NABOKOV,Fiction,7.1
The Return,Drama,8,2015,,you mean the world to me,toni braxton,1994,8,345339711,"The Two Towers (The Lord of the Rings, Part 2)",J.R.R. TOLKIEN,Romance,7.1
Tupac: Resurrection,Biography,8,2015,,can you feel the love tonight,elton john,1994,8,399148582,You Cannot Be Serious,John McEnroe,Crime,7.1
Catch Me If You Can,Biography,8,2015,,id do anything for love but i wont do that,meat loaf,1994,8,2253148539,Le Loup-garou,Boris Vian,Fiction,7.1
Bowling for Columbine,Crime,8,2015,,im ready,tevin campbell,1994,8,140292918,"Of Mice and Men (Steinbeck \""Essentials\"")",John Steinbeck,Fiction,7.1
Winged Migration,Documentary,8,2015,,cant help falling in love,ub40,1993,8,571209521,Terrible Times (Eddie Dickens Trilogy S.),Philip Ardagh,Romance,7.1
Mulholland Drive,Drama,8,2015,,id do anything for love but i wont do that,meat loaf,1993,8,60934719,stardust,Neil Gaiman,Romance,7.1
Dancer in the Dark,Crime,8,2015,,alright,kris kross,1993,8,1563899388,"Death: At Death's Door (Vertigo, Number 1)",Jill Thompson,Fiction,7.1
The Iron Giant,Action,8,2015,,cant get enough of your love,taylor dayne,1993,8,679801146,Alanna: The First Adventure (Song of the Lioness (Paperback)),Tamora Pierce,Romance,7.1
Magnolia,Drama,8,2015,,end of the road,boyz ii men,1992,8,345395379,Slow River,Nicola Griffith,Crime,7.1
The Straight Story,Biography,8,2015,,im too sexy,right said fred,1992,8,517201658,The Thorn Birds (Modern Classics),Colleen McCullough,Romance,7.1
Central Station,Drama,8,2015,,jump around,house of pain,1992,8,670844594,Rumpole on Trial,John Mortimer,Crime,7.1
Sling Blade,Drama,8,2015,,tennessee,arrested development,1992,8,152162445,High Wizardry: The Third Book in the Young Wizards Series,Diane Duane,Fiction,7.1
The Indian in the Cupboard,Drama,8,2015,,the way i feel about you,karyn white,1992,8,068983585X,The Janitor's Boy,Andrew Clements,Fiction,7.1
